{'weights': [0.05, 0.1, 0.85], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 108812.92016806721, 'shape_smoothness': 69.96278981438871, 'edge_consistency': 426605.3000372757, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8908009079588165, 'intensity_variance_error': 0.7339871175361115, 'peak_intensity_consistency': 12.925481772731994, 'ge_normalized': 0.5244413076639393, 'ge': 240817.69531977177, 'spatial_spread_error': 13.251963356517534, 'gap_error': 0.874228652336494}
{'weights': [0.39999999999999997, 0.44999999999999996, 0.15000000000000013], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 20143.956043956045, 'shape_smoothness': 78.97110940180885, 'edge_consistency': 426650.41041541024, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.010897544427815, 'intensity_variance_error': 0.8100975170408038, 'peak_intensity_consistency': 9.847981296192444, 'ge_normalized': 0.5551312049292214, 'ge': 203695.61425578338, 'spatial_spread_error': 12.520797580711234, 'gap_error': 0.8906086560492307}
{'weights': [0.39999999999999997, 0.44999999999999996, 0.15000000000000013], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 31473.74648162295, 'shape_smoothness': 50.98078968105338, 'edge_consistency': 426582.64759725466, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8304500563225671, 'intensity_variance_error': 0.6506257868100827, 'peak_intensity_consistency': 10.278489851667402, 'ge_normalized': 0.57807309682708, 'ge': 155284.8034272878, 'spatial_spread_error': 9.932676834148156, 'gap_error': 0.8567398144674193}
{'weights': [0.39999999999999997, 0.44999999999999996, 0.15000000000000013], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 34656.286196633824, 'shape_smoothness': 37.5331430099832, 'edge_consistency': 426512.04251443996, 'edge_intensity_error': 0.18552707660247622, 'intensity_gradient_error': 0.8007606896815816, 'intensity_variance_error': 0.6766134921522905, 'peak_intensity_consistency': 6.4868302182303, 'ge_normalized': 0.6399354647142376, 'ge': 159768.42632139678, 'spatial_spread_error': 10.330466156466812, 'gap_error': 0.8997772482284999}
{'weights': [0.39999999999999997, 0.44999999999999996, 0.15000000000000013], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 18931.75238095238, 'shape_smoothness': 62.49502406125399, 'edge_consistency': 1089852.5001717757, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0560612035619996, 'intensity_variance_error': 0.7481905336217691, 'peak_intensity_consistency': 11.751213466992509, 'ge_normalized': 0.5392459783618787, 'ge': 200106.77518026132, 'spatial_spread_error': 12.812285363199864, 'gap_error': 0.8475252216771567}
{'weights': [0.39999999999999997, 0.44999999999999996, 0.15000000000000013], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 39792.44254510922, 'shape_smoothness': 112.42690993974081, 'edge_consistency': 425983.616861853, 'edge_intensity_error': 0.18613328089025086, 'intensity_gradient_error': 0.9287047023424889, 'intensity_variance_error': 0.8388589991039402, 'peak_intensity_consistency': 18.13336434717312, 'ge_normalized': 0.5346809922619277, 'ge': 209378.99388302778, 'spatial_spread_error': 14.267914778753036, 'gap_error': 0.8917881829841295}
{'weights': [0.39999999999999997, 0.44999999999999996, 0.15000000000000013], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 16234.54476911977, 'shape_smoothness': 147.25414878408287, 'edge_consistency': 426619.24982603086, 'edge_intensity_error': 0.659311038911831, 'intensity_gradient_error': 0.9412315455707665, 'intensity_variance_error': 0.6418575725971238, 'peak_intensity_consistency': 14.931031226429411, 'ge_normalized': 0.7349812312845782, 'ge': 129310.67817431939, 'spatial_spread_error': 12.125943615437484, 'gap_error': 0.8574821109030314}
{'weights': [0.39999999999999997, 0.44999999999999996, 0.15000000000000013], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 23692.70722495895, 'shape_smoothness': 74.80485191706391, 'edge_consistency': 426850.3408371385, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.0268487981443526, 'intensity_variance_error': 0.8194195151417604, 'peak_intensity_consistency': 12.859921214685995, 'ge_normalized': 0.5702399690873342, 'ge': 193427.30038849544, 'spatial_spread_error': 13.19866177680147, 'gap_error': 0.8556381322418308}
{'weights': [0.39999999999999997, 0.44999999999999996, 0.15000000000000013], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 12374.30737792673, 'shape_smoothness': 37.54687577923144, 'edge_consistency': 426442.38214142685, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8380377851318718, 'intensity_variance_error': 0.7887342886362606, 'peak_intensity_consistency': 7.6039609475469305, 'ge_normalized': 0.6939999344661189, 'ge': 152699.50511525615, 'spatial_spread_error': 10.815028603102093, 'gap_error': 0.8821345405290625}
{'weights': [0.39999999999999997, 0.44999999999999996, 0.15000000000000013], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 31378.117246194666, 'shape_smoothness': 49.39362493990158, 'edge_consistency': 426248.8224473885, 'edge_intensity_error': 0.16473818898820278, 'intensity_gradient_error': 0.7945377921235934, 'intensity_variance_error': 0.6843521359817123, 'peak_intensity_consistency': 9.44698053649404, 'ge_normalized': 0.6690996796675215, 'ge': 151613.5488345887, 'spatial_spread_error': 10.058861796728081, 'gap_error': 0.8693042221278645}
{'weights': [0.39999999999999997, 0.49999999999999994, 0.10000000000000014], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 65717.46111111112, 'shape_smoothness': 65.28946910651604, 'edge_consistency': 425899.72254279495, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9017242686645935, 'intensity_variance_error': 0.7425987937854014, 'peak_intensity_consistency': 10.601415611607978, 'ge_normalized': 0.553640760368745, 'ge': 206370.13320573102, 'spatial_spread_error': 11.292857222779729, 'gap_error': 0.8836020606686016}
{'weights': [0.39999999999999997, 0.49999999999999994, 0.10000000000000014], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 33790.667569786536, 'shape_smoothness': 39.25052768065938, 'edge_consistency': 426490.9813347881, 'edge_intensity_error': 0.1293310559003389, 'intensity_gradient_error': 0.7853684263828495, 'intensity_variance_error': 0.6598034366317712, 'peak_intensity_consistency': 6.629638724612339, 'ge_normalized': 0.6402907013080911, 'ge': 163016.23194849625, 'spatial_spread_error': 10.461166775068667, 'gap_error': 0.9017557588730006}
{'weights': [0.39999999999999997, 0.49999999999999994, 0.10000000000000014], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 34818.16991054486, 'shape_smoothness': 54.3311817909032, 'edge_consistency': 426728.0188593301, 'edge_intensity_error': 0.5331130067962571, 'intensity_gradient_error': 0.8339091884586841, 'intensity_variance_error': 0.6556315327068477, 'peak_intensity_consistency': 10.703648579055496, 'ge_normalized': 0.6573155948887517, 'ge': 153582.41956983943, 'spatial_spread_error': 10.052523076163018, 'gap_error': 0.8680559573728718}
{'weights': [0.39999999999999997, 0.49999999999999994, 0.10000000000000014], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 74355.44607843137, 'shape_smoothness': 65.02804915947046, 'edge_consistency': 427440.9109316841, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8754606664183507, 'intensity_variance_error': 0.6817322218749116, 'peak_intensity_consistency': 12.853554838119399, 'ge_normalized': 0.5085217202098548, 'ge': 201154.36493354323, 'spatial_spread_error': 11.355330086360475, 'gap_error': 0.852450900102263}
{'weights': [0.39999999999999997, 0.49999999999999994, 0.10000000000000014], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 15188.97224782386, 'shape_smoothness': 147.13382431012246, 'edge_consistency': 426608.5098875435, 'edge_intensity_error': 0.6503430022495683, 'intensity_gradient_error': 0.9316999740341528, 'intensity_variance_error': 0.6366211783494018, 'peak_intensity_consistency': 14.94230602316587, 'ge_normalized': 0.7408673751211102, 'ge': 127983.40348912303, 'spatial_spread_error': 12.129315632377393, 'gap_error': 0.8568529231128466}
{'weights': [0.39999999999999997, 0.49999999999999994, 0.10000000000000014], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 47389.40532245533, 'shape_smoothness': 104.69448676771606, 'edge_consistency': 426450.67283005314, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9188430921278575, 'intensity_variance_error': 0.6977304333438591, 'peak_intensity_consistency': 7.636772858739119, 'ge_normalized': 0.6091335418090448, 'ge': 178711.8017759364, 'spatial_spread_error': 12.320628137884881, 'gap_error': 0.8623146261805855}
{'weights': [0.39999999999999997, 0.49999999999999994, 0.10000000000000014], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 89012.39671568626, 'shape_smoothness': 43.468063699376735, 'edge_consistency': 426867.611305498, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9985533703806461, 'intensity_variance_error': 0.7225338021886313, 'peak_intensity_consistency': 11.618854398777215, 'ge_normalized': 0.5140683467556885, 'ge': 232289.47827966977, 'spatial_spread_error': 12.04839980439695, 'gap_error': 0.8580791247353371}
{'weights': [0.39999999999999997, 0.49999999999999994, 0.10000000000000014], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 83838.7683982684, 'shape_smoothness': 88.37941257130136, 'edge_consistency': 425484.9345742152, 'edge_intensity_error': 0.18234758466133907, 'intensity_gradient_error': 0.8315784004941805, 'intensity_variance_error': 0.7104299795223697, 'peak_intensity_consistency': 16.740870667746805, 'ge_normalized': 0.5825978944770364, 'ge': 204155.95931353673, 'spatial_spread_error': 12.592476361844973, 'gap_error': 0.8889193367374313}
{'weights': [0.39999999999999997, 0.49999999999999994, 0.10000000000000014], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 79111.11031746032, 'shape_smoothness': 68.85263067500487, 'edge_consistency': 426301.2268260372, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.1138341348036436, 'intensity_variance_error': 0.7635796798305567, 'peak_intensity_consistency': 12.184355120494432, 'ge_normalized': 0.5229780330268973, 'ge': 233588.7773547993, 'spatial_spread_error': 13.926164243273169, 'gap_error': 0.8247349001632133}
{'weights': [0.39999999999999997, 0.5499999999999999, 0.050000000000000155], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 29427.706162464983, 'shape_smoothness': 60.124182343652784, 'edge_consistency': 426450.5376261867, 'edge_intensity_error': 0.5745109099037505, 'intensity_gradient_error': 0.8335453061182748, 'intensity_variance_error': 0.6082512401792006, 'peak_intensity_consistency': 10.931842837733138, 'ge_normalized': 0.5459196640542142, 'ge': 158620.85341748028, 'spatial_spread_error': 9.925905942829061, 'gap_error': 0.8772256494269084}
{'weights': [0.39999999999999997, 0.5499999999999999, 0.050000000000000155], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 32774.080240831965, 'shape_smoothness': 61.971242455319555, 'edge_consistency': 426452.02574598696, 'edge_intensity_error': 0.1316038155982937, 'intensity_gradient_error': 0.7953339159939142, 'intensity_variance_error': 0.6542930913274136, 'peak_intensity_consistency': 5.719172933695899, 'ge_normalized': 0.628058646874814, 'ge': 169232.4231851869, 'spatial_spread_error': 10.780601202415488, 'gap_error': 0.8692438329617144}
{'weights': [0.39999999999999997, 0.5499999999999999, 0.050000000000000155], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 89627.79257703082, 'shape_smoothness': 84.4390568625944, 'edge_consistency': 1089290.1706343598, 'edge_intensity_error': 0.19813277889272252, 'intensity_gradient_error': 0.841567287989004, 'intensity_variance_error': 0.6380595965727739, 'peak_intensity_consistency': 18.299051849992342, 'ge_normalized': 0.5546784422916228, 'ge': 213008.39524483177, 'spatial_spread_error': 12.90542148252654, 'gap_error': 0.8960190641758267}
{'weights': [0.39999999999999997, 0.5499999999999999, 0.050000000000000155], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 14598.02712842713, 'shape_smoothness': 46.24641639699334, 'edge_consistency': 426723.1953845015, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.9410615898715742, 'intensity_variance_error': 0.7355802519253501, 'peak_intensity_consistency': 9.514330270419782, 'ge_normalized': 0.6339829584373403, 'ge': 158554.999920455, 'spatial_spread_error': 10.645650560884738, 'gap_error': 0.8524722932651322}
{'weights': [0.39999999999999997, 0.5499999999999999, 0.050000000000000155], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 13270.503273809523, 'shape_smoothness': 35.89410578360664, 'edge_consistency': 426651.3968979371, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.8244204230545776, 'intensity_variance_error': 0.8197664751378486, 'peak_intensity_consistency': 7.609485796687977, 'ge_normalized': 0.7967984517598931, 'ge': 151012.07692162535, 'spatial_spread_error': 11.263599788521944, 'gap_error': 0.8553160971174986}
{'weights': [0.39999999999999997, 0.5499999999999999, 0.050000000000000155], 'tol': 0.15, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 35490.27936507937, 'shape_smoothness': 44.027473705355476, 'edge_consistency': 1090124.5181917483, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.94743537676107, 'intensity_variance_error': 0.6861258391545921, 'peak_intensity_consistency': 8.250865846405688, 'ge_normalized': 0.6354280839586938, 'ge': 151163.86997589108, 'spatial_spread_error': 10.018964665739691, 'gap_error': 0.8453085066607106}
{'weights': [0.39999999999999997, 0.5499999999999999, 0.050000000000000155], 'tol': 0.2, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 26075.4652014652, 'shape_smoothness': 146.04029003968415, 'edge_consistency': 426767.3866927829, 'edge_intensity_error': 0.33738020112503725, 'intensity_gradient_error': 0.9214787005398682, 'intensity_variance_error': 0.5101809282647974, 'peak_intensity_consistency': 17.021173383079837, 'ge_normalized': 0.5855470356204734, 'ge': 142925.7275334794, 'spatial_spread_error': 13.107758590995056, 'gap_error': 0.9060937282905246}
{'weights': [0.39999999999999997, 0.5499999999999999, 0.050000000000000155], 'tol': 0.25, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 24319.09634920635, 'shape_smoothness': 66.41240053397264, 'edge_consistency': 426082.8060949733, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 1.3424403836698107, 'intensity_variance_error': 0.8827777488342005, 'peak_intensity_consistency': 11.08769999759447, 'ge_normalized': 0.4583283935642881, 'ge': 229427.06522912986, 'spatial_spread_error': 14.892012226334321, 'gap_error': 0.8557034317204457}
{'weights': [0.39999999999999997, 0.5499999999999999, 0.050000000000000155], 'tol': 0.3, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 30352.634799608993, 'shape_smoothness': 46.143646905119425, 'edge_consistency': 426257.2371582096, 'edge_intensity_error': 0.23498213084171135, 'intensity_gradient_error': 0.7852503659695781, 'intensity_variance_error': 0.6866306357105025, 'peak_intensity_consistency': 9.31759903534007, 'ge_normalized': 0.6739109560766864, 'ge': 151901.01676189338, 'spatial_spread_error': 10.103856618472593, 'gap_error': 0.8673372128820507}
{'weights': [0.39999999999999997, 0.6, 1.1102230246251565e-16], 'tol': 0.001, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 15721.647619047619, 'shape_smoothness': 110.19625847946132, 'edge_consistency': 425180.2363873836, 'edge_intensity_error': 0.5750530561067421, 'intensity_gradient_error': 0.6708333287683345, 'intensity_variance_error': 0.43246643229171594, 'peak_intensity_consistency': 15.200239808508345, 'ge_normalized': 0.5491395503188855, 'ge': 214525.2909972399, 'spatial_spread_error': 14.915478942867958, 'gap_error': 0.791332764990054}
{'weights': [0.39999999999999997, 0.6, 1.1102230246251565e-16], 'tol': 0.005, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 11921.295238095236, 'shape_smoothness': 8.535437190401401, 'edge_consistency': 426754.27288957435, 'edge_intensity_error': 0.0, 'intensity_gradient_error': 0.6141873939551191, 'intensity_variance_error': 0.512964830263385, 'peak_intensity_consistency': 7.190144002617682, 'ge_normalized': 0.5460832988217539, 'ge': 196369.84166267622, 'spatial_spread_error': 12.32510436883519, 'gap_error': 0.9026394282130279}
{'weights': [0.39999999999999997, 0.6, 1.1102230246251565e-16], 'tol': 0.01, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 13413.033333333333, 'shape_smoothness': 51.57010030000817, 'edge_consistency': 425985.12315922044, 'edge_intensity_error': 0.029340028762817383, 'intensity_gradient_error': 0.6343302629698524, 'intensity_variance_error': 0.502689138819166, 'peak_intensity_consistency': 8.577610556407873, 'ge_normalized': 0.5491007326390768, 'ge': 207106.79519031313, 'spatial_spread_error': 14.52637874244291, 'gap_error': 0.6718848502107736}
{'weights': [0.39999999999999997, 0.6, 1.1102230246251565e-16], 'tol': 0.05, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 48527.21937602627, 'shape_smoothness': 90.49378859480721, 'edge_consistency': 423097.92138179095, 'edge_intensity_error': 0.16787440693085495, 'intensity_gradient_error': 0.5793902559070865, 'intensity_variance_error': 0.5087421632334511, 'peak_intensity_consistency': 10.58224265945503, 'ge_normalized': 0.509166688763857, 'ge': 215494.2083160058, 'spatial_spread_error': 14.86978934845134, 'gap_error': 0.801114501006842}
{'weights': [0.39999999999999997, 0.6, 1.1102230246251565e-16], 'tol': 0.1, 'alpha': 0.7, 'beta': 0.2, 'centric_shape_consistency': 36762.6619047619, 'shape_smoothness': 264.4659536400372, 'edge_consistency': 427015.3365635071, 'edge_intensity_error': 0.28591865850726084, 'intensity_gradient_error': 0.8830962742362445, 'intensity_variance_error': 0.74869457579567, 'peak_intensity_consistency': 12.534062846054338, 'ge_normalized': 0.5703859335305297, 'ge': 196568.368735046, 'spatial_spread_error': 13.352071731844205, 'gap_error': 0.8893404287551532}
